"ID","Region","Gender","Degree","Marital","Religion","Happy","Income","Politics","Marijuana","DeathPenalty","OwnGun","SpendMilitary","SpendEduc","SpendEnv","SpendSci","Pres04","Postlife"
1809,"Mid-Atl","Female","Jr Col","Widowed","Protestant","Very happy","NA","Conservative","Not legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
1810,"Mid-Atl","Female","HS","Never Married","None","Very happy","under 1000","Slightly conservative","Not legal","Favor","NA","About right","Too little","Too little","About right","Kerry","NA"
1811,"Mid-Atl","Male","HS","Married","Protestant","NA","40000-49999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1812,"Mid-Atl","Female","Bachelors","Married","Catholic","Pretty happy","30000-34999","Moderate","Legal","Favor","No","NA","NA","NA","Too little","Kerry","Yes"
1813,"Mid-Atl","Female","HS","Never Married","None","Not too happy","50000-59999","Conservative","Not legal","Favor","NA","About right","Too little","Too little","NA","NA","Yes"
1814,"Mid-Atl","Female","Bachelors","Married","Catholic","Very happy","40000-49999","Conservative","NA","Favor","Yes","NA","NA","NA","About right","Bush","Yes"
1815,"Mid-Atl","Female","Graduate","Married","None","NA","75000-89999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1816,"Mid-Atl","Male","Left HS","Married","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1817,"Mid-Atl","Female","HS","Never Married","Christian","NA","NA","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1818,"Mid-Atl","Female","HS","Never Married","None","Pretty happy","30000-34999","Liberal","NA","Favor","No","NA","NA","NA","Too little","Kerry","No"
1819,"Mid-Atl","Male","HS","Divorced","None","Not too happy","NA","Liberal","NA","Oppose","No","Too much","Too little","Too little","Too little","Kerry","No"
1820,"Mid-Atl","Female","HS","Married","Catholic","Very happy","NA","Slightly liberal","Not legal","Oppose","NA","Too much","Too little","Too little","About right","NA","Yes"
1821,"Mid-Atl","Male","HS","Never Married","Protestant","NA","Refused","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1822,"Mid-Atl","Female","HS","Divorced","Protestant","Very happy","50000-59999","Conservative","NA","Favor","No","NA","NA","NA","About right","NA","NA"
1823,"Mid-Atl","Male","Jr Col","Married","Protestant","Pretty happy","50000-59999","Slightly liberal","Legal","Favor","No","NA","NA","NA","About right","Bush","Yes"
1824,"Mid-Atl","Male","Bachelors","Married","Catholic","Pretty happy","40000-49999","Slightly liberal","Legal","Oppose","NA","Too much","Too little","Too little","Too little","Kerry","NA"
1825,"Mid-Atl","Female","Bachelors","Never Married","Catholic","Pretty happy","12500-14999","Moderate","NA","Favor","NA","NA","NA","NA","NA","NA","NA"
1826,"Mid-Atl","Female","Graduate","Never Married","None","Pretty happy","17500-19999","Liberal","Not legal","Oppose","NA","NA","NA","NA","About right","NA","NA"
1827,"Mid-Atl","Female","HS","Never Married","Christian","Pretty happy","NA","Conservative","NA","Oppose","NA","Too much","Too little","Too little","Too much","Kerry","Yes"
1828,"Mid-Atl","Male","HS","Married","None","Not too happy","15000-17499","NA","Not legal","Oppose","No","Too much","Too little","Too little","About right","NA","No"
1829,"Mid-Atl","Female","HS","Married","Protestant","Pretty happy","NA","Conservative","Not legal","Oppose","NA","Too little","Too little","NA","NA","Bush","Yes"
1830,"Mid-Atl","Female","Jr Col","Widowed","Catholic","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1831,"Mid-Atl","Female","HS","Widowed","None","Pretty happy","NA","Moderate","Legal","Favor","NA","NA","NA","NA","About right","NA","Yes"
1832,"Mid-Atl","Female","HS","Married","Protestant","Not too happy","NA","Moderate","NA","Favor","No","NA","NA","NA","Too little","Bush","NA"
1833,"Mid-Atl","Male","HS","Never Married","None","NA","10000-124999","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1834,"Mid-Atl","Female","HS","Never Married","None","NA","NA","Conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1835,"Mid-Atl","Male","Bachelors","Separated","Protestant","Pretty happy","NA","Moderate","Legal","Favor","NA","NA","NA","NA","Too little","Kerry","Yes"
1836,"Mid-Atl","Male","Jr Col","Married","None","Not too happy","50000-59999","Moderate","Not legal","Favor","Yes","Too much","Too little","About right","Too little","Kerry","No"
1837,"Mid-Atl","Female","Jr Col","Married","Catholic","Pretty happy","25000-29999","Liberal","Not legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
1838,"Mid-Atl","Female","Bachelors","Married","Protestant","Pretty happy","NA","Slightly liberal","Not legal","Oppose","No","NA","NA","NA","About right","NA","Yes"
1839,"Mid-Atl","Female","Graduate","Married","Protestant","NA","75000-89999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1840,"Mid-Atl","Male","HS","Married","Catholic","NA","60000-74999","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1841,"Mid-Atl","Female","Jr Col","Widowed","Catholic","Pretty happy","NA","Conservative","Legal","Favor","NA","NA","NA","NA","About right","Kerry","Yes"
1842,"Mid-Atl","Male","Bachelors","Never Married","Protestant","NA","60000-74999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1843,"Mid-Atl","Male","HS","Divorced","None","Not too happy","NA","Slightly conservative","Legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
1844,"Mid-Atl","Female","HS","Divorced","Protestant","Pretty happy","NA","Extremely conservative","Not legal","Favor","No","Too much","Too little","Too little","Too little","NA","Yes"
1845,"Mid-Atl","Female","Jr Col","Separated","Protestant","NA","NA","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1846,"Mid-Atl","Female","HS","Separated","Catholic","Pretty happy","40000-49999","Moderate","NA","Favor","No","About right","Too little","Too little","Too much","Bush","Yes"
1847,"Mid-Atl","Female","HS","Widowed","Protestant","Pretty happy","NA","Moderate","Legal","Favor","NA","Too much","Too little","Too little","About right","Bush","Yes"
1848,"Mid-Atl","Female","Graduate","Never Married","Catholic","Very happy","50000-59999","Liberal","Legal","Favor","No","Too much","Too little","Too little","About right","Kerry","Yes"
1849,"Mid-Atl","Male","Bachelors","Married","Protestant","Pretty happy","50000-59999","Slightly conservative","NA","Favor","Yes","Too little","Too little","Too much","Too little","Kerry","No"
1850,"Mid-Atl","Male","Jr Col","Never Married","Catholic","Not too happy","NA","Moderate","NA","Oppose","NA","NA","NA","NA","Too little","Kerry","Yes"
1851,"Mid-Atl","Female","HS","Widowed","None","Pretty happy","NA","Slightly conservative","Not legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
1852,"Mid-Atl","Male","HS","Never Married","None","Pretty happy","30000-34999","Moderate","Not legal","Oppose","NA","Too much","Too little","Too little","Too little","NA","NA"
1853,"Mid-Atl","Female","HS","Married","Protestant","Pretty happy","17500-19999","Moderate","Not legal","Oppose","No","About right","Too little","About right","Too little","Kerry","Yes"
1854,"Mid-Atl","Male","HS","Married","Protestant","Pretty happy","7000-7999","Moderate","NA","NA","No","NA","NA","NA","About right","Kerry","No"
1855,"Mid-Atl","Female","HS","Never Married","Catholic","Pretty happy","10000-124999","Extremely liberal","Not legal","Oppose","NA","NA","NA","NA","Too much","NA","Yes"
1856,"Mid-Atl","Male","Left HS","Widowed","Catholic","NA","NA","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1857,"Mid-Atl","Male","HS","Never Married","Protestant","Pretty happy","30000-34999","Conservative","Legal","Oppose","NA","Too little","Too much","About right","About right","Bush","Yes"
1858,"Mid-Atl","Female","HS","Separated","Catholic","NA","30000-34999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1859,"Mid-Atl","Male","HS","Never Married","Protestant","NA","20000-22499","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1860,"Mid-Atl","Male","HS","Married","Catholic","Pretty happy","5000-5999","Slightly conservative","NA","Favor","Yes","Too much","About right","Too little","Too little","NA","Yes"
1861,"Mid-Atl","Male","HS","Never Married","None","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1862,"Mid-Atl","Female","HS","Divorced","Protestant","Very happy","50000-59999","Extremely conservative","Not legal","Favor","No","NA","NA","NA","About right","Bush","Yes"
1863,"Mid-Atl","Female","HS","Married","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1864,"Mid-Atl","Male","HS","Married","Protestant","NA","NA","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1865,"Mid-Atl","Female","Bachelors","Married","Protestant","NA","3000-3999","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1866,"Mid-Atl","Male","Bachelors","Divorced","None","Pretty happy","50000-59999","Moderate","Legal","Oppose","NA","NA","NA","NA","Too little","Kerry","Yes"
1867,"Mid-Atl","Male","HS","Divorced","Protestant","NA","20000-22499","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1868,"Mid-Atl","Male","HS","Never Married","Protestant","Pretty happy","30000-34999","Extremely liberal","NA","Oppose","Yes","NA","NA","NA","About right","Kerry","Yes"
1869,"Mid-Atl","Female","HS","Married","Catholic","Pretty happy","NA","Moderate","Not legal","Oppose","No","Too much","Too little","Too little","Too little","Kerry","Yes"
1870,"Mid-Atl","Female","HS","Widowed","Catholic","Not too happy","NA","Liberal","Not legal","Favor","No","NA","NA","NA","Too little","Kerry","Yes"
1871,"Mid-Atl","Female","Graduate","Widowed","Catholic","NA","17500-19999","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1872,"Mid-Atl","Female","Left HS","Widowed","Protestant","Pretty happy","NA","Liberal","Not legal","Oppose","No","Too little","About right","Too little","Too little","Kerry","Yes"
1873,"Mid-Atl","Female","Jr Col","Widowed","Catholic","Pretty happy","NA","Slightly conservative","NA","Favor","No","NA","NA","NA","Too little","NA","Yes"
1874,"Mid-Atl","Male","HS","Divorced","Protestant","NA","40000-49999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1875,"Mid-Atl","Male","Bachelors","Married","None","Very happy","35000-39999","Slightly liberal","NA","Favor","No","Too much","Too much","Too much","About right","Kerry","No"
1876,"Mid-Atl","Female","Left HS","Never Married","Protestant","Pretty happy","1000-2999","Moderate","Not legal","Favor","NA","NA","NA","NA","About right","NA","Yes"
1877,"Mid-Atl","Female","HS","Never Married","Protestant","NA","40000-49999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1878,"Mid-Atl","Female","Left HS","Widowed","Protestant","NA","NA","Extremely liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1879,"Mid-Atl","Female","HS","Widowed","Protestant","Pretty happy","NA","Moderate","Not legal","Oppose","NA","NA","NA","NA","Too little","Kerry","NA"
1880,"Mid-Atl","Female","HS","Married","Catholic","Not too happy","50000-59999","Moderate","Legal","Favor","Yes","NA","NA","NA","Too little","Bush","Yes"
1881,"Mid-Atl","Female","HS","Widowed","Catholic","Very happy","NA","Moderate","NA","Favor","Yes","Too much","About right","Too much","Too much","Kerry","Yes"
1882,"Mid-Atl","Male","HS","Widowed","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1883,"Mid-Atl","Female","Jr Col","Married","Catholic","NA","40000-49999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1884,"Mid-Atl","Male","Bachelors","Married","Protestant","Pretty happy","110000-129999","Slightly conservative","Not legal","Favor","NA","Too much","Too little","Too little","Too much","NA","Yes"
1885,"Mid-Atl","Male","Left HS","Widowed","Protestant","Very happy","NA","Moderate","Not legal","Favor","Yes","Too much","Too little","About right","About right","Bush","No"
1886,"Mid-Atl","Male","HS","Married","Catholic","NA","25000-29999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1887,"Mid-Atl","Female","HS","Married","Catholic","Very happy","NA","Liberal","NA","Favor","Yes","Too little","Too little","About right","Too little","Kerry","Yes"
1888,"Mid-Atl","Male","HS","Married","Catholic","NA","6000-6999","Extremely conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1889,"Mid-Atl","Female","HS","Married","Catholic","Very happy","15000-17499","Conservative","Legal","Favor","NA","About right","About right","About right","About right","Kerry","No"
1890,"Mid-Atl","Male","Left HS","Married","Catholic","Pretty happy","NA","Slightly conservative","Not legal","Favor","Yes","NA","NA","NA","Too much","Bush","Yes"
1891,"Mid-Atl","Female","Graduate","Married","Catholic","Very happy","40000-49999","Moderate","Not legal","Oppose","NA","NA","NA","NA","About right","Kerry","Yes"
1892,"Mid-Atl","Male","HS","Married","Catholic","NA","60000-74999","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1893,"Mid-Atl","Female","HS","Married","Protestant","NA","22500-24999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1894,"Mid-Atl","Female","Graduate","Married","Protestant","NA","Refused","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1895,"North Central","Female","HS","Divorced","Protestant","Very happy","NA","Moderate","Legal","Favor","NA","Too little","Too little","Too little","Too little","Bush","Yes"
1896,"North Central","Female","Left HS","Widowed","Catholic","NA","NA","Liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1897,"North Central","Male","Jr Col","Married","Catholic","Pretty happy","20000-22499","Moderate","NA","Favor","No","NA","NA","NA","Too much","Bush","No"
1898,"North Central","Male","HS","Never Married","None","Pretty happy","NA","Conservative","Legal","Favor","NA","About right","Too much","Too much","Too much","Bush","No"
1899,"North Central","Female","Left HS","Divorced","Catholic","NA","8000-9999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1900,"North Central","Male","Bachelors","Never Married","Catholic","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1901,"North Central","Male","Graduate","Married","Catholic","Very happy","NA","Slightly conservative","Not legal","Oppose","NA","NA","NA","NA","About right","NA","Yes"
1902,"North Central","Female","Bachelors","Married","Catholic","NA","30000-34999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1903,"North Central","Male","HS","Married","Catholic","Very happy","Refused","Moderate","Not legal","Oppose","Yes","About right","Too little","Too little","About right","Kerry","Yes"
1904,"North Central","Male","HS","Married","Catholic","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1905,"North Central","Male","HS","Divorced","None","Pretty happy","60000-74999","Moderate","NA","Favor","No","NA","NA","NA","Too little","Bush","No"
1906,"North Central","Female","HS","Divorced","Protestant","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1907,"North Central","Female","Bachelors","Never Married","Protestant","NA","15000-17499","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1908,"North Central","Male","Bachelors","Never Married","None","NA","10000-124999","Liberal","Legal","Oppose","NA","Too much","Too little","Too little","Too little","Kerry","No"
1909,"North Central","Male","HS","Divorced","Protestant","NA","15000-17499","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1910,"North Central","Female","Left HS","Married","Catholic","Very happy","NA","Conservative","Not legal","Favor","NA","About right","Too little","About right","About right","Kerry","Yes"
1911,"North Central","Male","HS","Widowed","Protestant","Not too happy","NA","Extremely liberal","NA","Favor","No","NA","NA","NA","Too little","Kerry","Yes"
1912,"North Central","Male","HS","Married","Protestant","NA","NA","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1913,"North Central","Female","HS","Married","Catholic","Very happy","35000-39999","Moderate","Not legal","Favor","NA","NA","NA","NA","Too little","NA","Yes"
1914,"North Central","Male","Bachelors","Never Married","Protestant","Pretty happy","under 1000","Moderate","Not legal","Oppose","No","Too little","Too little","Too little","Too little","NA","Yes"
1915,"North Central","Female","HS","Never Married","Protestant","Pretty happy","NA","Moderate","Legal","Favor","Yes","NA","NA","NA","Too little","Kerry","No"
1916,"North Central","Male","Left HS","Never Married","Catholic","Pretty happy","12500-14999","Moderate","Not legal","Oppose","NA","NA","NA","NA","Too much","NA","No"
1917,"North Central","Male","HS","Never Married","Protestant","Pretty happy","22500-24999","Slightly conservative","Legal","Favor","NA","NA","NA","NA","Too much","Kerry","Yes"
1918,"North Central","Female","Left HS","Divorced","Catholic","Very happy","NA","Moderate","Not legal","Favor","NA","NA","NA","NA","Too much","NA","NA"
1919,"North Central","Female","HS","Married","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1920,"North Central","Female","HS","Married","Catholic","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1921,"North Central","Female","Left HS","Never Married","Buddhism","Not too happy","NA","Extremely liberal","Not legal","Oppose","NA","Too much","Too much","Too little","NA","Kerry","Yes"
1922,"North Central","Female","Jr Col","Separated","Protestant","Pretty happy","NA","Conservative","NA","Favor","No","NA","NA","NA","About right","Kerry","Yes"
1923,"North Central","Male","Graduate","Divorced","Protestant","NA","75000-89999","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1924,"North Central","Female","Left HS","Widowed","None","Very happy","NA","Liberal","NA","Favor","No","NA","NA","NA","About right","Kerry","Yes"
1925,"North Central","Male","Graduate","Never Married","None","NA","60000-74999","Extremely liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1926,"North Central","Male","HS","Married","Protestant","NA","40000-49999","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1927,"North Central","Female","HS","Married","Catholic","Very happy","Refused","Moderate","NA","Oppose","Yes","About right","Too little","About right","About right","NA","Yes"
1928,"North Central","Male","Bachelors","Divorced","None","Very happy","130000-149999","Liberal","Legal","Oppose","NA","NA","NA","NA","Too little","Nader","No"
1929,"North Central","Female","Left HS","Never Married","Catholic","Pretty happy","NA","Moderate","Not legal","Oppose","NA","NA","NA","NA","Too much","NA","Yes"
1930,"North Central","Female","Bachelors","Divorced","Protestant","Very happy","NA","Extremely conservative","NA","Favor","No","NA","NA","NA","Too much","Bush","Yes"
1931,"North Central","Female","Bachelors","Married","Catholic","Pretty happy","17500-19999","Slightly conservative","Not legal","Favor","Yes","About right","NA","Too little","About right","NA","Yes"
1932,"North Central","Male","HS","Never Married","None","Pretty happy","12500-14999","Moderate","NA","Oppose","No","Too little","Too little","Too little","Too little","NA","Yes"
1933,"North Central","Female","HS","Divorced","Protestant","NA","25000-29999","Liberal","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1934,"North Central","Male","Left HS","Never Married","Protestant","Pretty happy","30000-34999","Liberal","Not legal","Favor","NA","NA","NA","NA","About right","Kerry","Yes"
1935,"North Central","Male","HS","Never Married","Catholic","Very happy","25000-29999","Slightly conservative","NA","Favor","No","NA","NA","NA","About right","NA","NA"
1936,"North Central","Male","Left HS","Married","Protestant","NA","40000-49999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1937,"North Central","Male","Left HS","Never Married","Catholic","Pretty happy","20000-22499","Extremely liberal","Not legal","Oppose","No","Too much","About right","Too little","About right","NA","No"
1938,"North Central","Female","Jr Col","Married","Protestant","Pretty happy","50000-59999","Slightly liberal","NA","Favor","Yes","Too much","About right","About right","Too little","Kerry","Yes"
1939,"North Central","Female","HS","Married","Catholic","Pretty happy","Refused","Conservative","Legal","Favor","NA","NA","NA","NA","Too much","Bush","Yes"
1940,"North Central","Male","Left HS","Married","Protestant","Pretty happy","15000-17499","Slightly conservative","Legal","Favor","NA","Too much","Too little","Too little","About right","NA","Yes"
1941,"North Central","Male","Bachelors","Married","None","Pretty happy","40000-49999","Extremely conservative","Legal","Favor","NA","NA","NA","NA","Too little","Bush","Yes"
1942,"North Central","Male","Graduate","Divorced","None","Not too happy","110000-129999","Slightly liberal","Legal","Oppose","Yes","Too much","Too little","Too little","About right","Kerry","Yes"
1943,"North Central","Male","HS","Divorced","None","Pretty happy","17500-19999","Slightly conservative","Legal","Favor","No","NA","NA","NA","Too little","Kerry","No"
1944,"North Central","Male","HS","Never Married","Christian","NA","Refused","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1945,"North Central","Female","Bachelors","Widowed","Protestant","Very happy","NA","Liberal","Not legal","NA","NA","NA","Too little","About right","NA","NA","Yes"
1946,"North Central","Male","HS","Never Married","None","Not too happy","15000-17499","Slightly conservative","Legal","Oppose","No","Too little","Too little","Too little","Too little","Didnt vote","NA"
1947,"North Central","Female","Jr Col","Never Married","Catholic","Pretty happy","NA","Moderate","Legal","Favor","NA","NA","NA","NA","About right","NA","Yes"
1948,"North Central","Female","HS","Divorced","None","Not too happy","NA","Moderate","Not legal","Favor","No","NA","NA","NA","About right","NA","Yes"
1949,"North Central","Female","Left HS","Married","Protestant","Pretty happy","10000-124999","Conservative","Legal","Favor","Yes","Too little","Too little","Too little","Too little","NA","Yes"
1950,"North Central","Female","HS","Married","Protestant","NA","NA","Liberal","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1951,"North Central","Male","HS","Married","Protestant","Very happy","NA","Conservative","NA","Favor","Yes","About right","About right","About right","Too little","Bush","Yes"
1952,"North Central","Female","HS","Married","None","Pretty happy","NA","Moderate","NA","Favor","No","NA","Too much","About right","NA","NA","Yes"
1953,"North Central","Male","Bachelors","Married","Protestant","Pretty happy","NA","Moderate","Not legal","Favor","NA","NA","NA","NA","About right","Bush","Yes"
1954,"North Central","Male","HS","Never Married","Protestant","NA","17500-19999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1955,"North Central","Male","HS","Widowed","Catholic","Pretty happy","NA","Moderate","NA","Favor","Yes","NA","NA","NA","Too little","Bush","Yes"
1956,"North Central","Male","Bachelors","Married","None","Pretty happy","30000-34999","Liberal","Not legal","Oppose","No","NA","NA","NA","About right","NA","No"
1957,"North Central","Female","HS","Never Married","Protestant","Pretty happy","25000-29999","Conservative","Not legal","Favor","NA","About right","Too little","Too little","Too much","Bush","Yes"
1958,"North Central","Female","Left HS","Divorced","Protestant","Not too happy","NA","NA","Not legal","Oppose","NA","NA","NA","NA","NA","NA","Yes"
1959,"North Central","Female","HS","Divorced","None","NA","10000-124999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1960,"North Central","Female","HS","Married","Protestant","NA","30000-34999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1961,"North Central","Female","HS","Married","Protestant","Very happy","20000-22499","Conservative","Not legal","Favor","Yes","About right","About right","Too little","About right","Bush","Yes"
1962,"North Central","Male","Jr Col","Never Married","None","Pretty happy","Refused","Slightly conservative","Not legal","Favor","NA","Too much","Too little","About right","About right","Bush","Yes"
1963,"North Central","Female","HS","Never Married","Catholic","Pretty happy","8000-9999","Moderate","Not legal","Favor","NA","About right","Too little","About right","Too little","NA","NA"
1964,"North Central","Male","Bachelors","Married","Catholic","NA","90000-109999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1965,"North Central","Female","HS","Never Married","None","NA","Refused","Moderate","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1966,"North Central","Female","HS","Married","Protestant","Not too happy","NA","Moderate","Legal","Oppose","No","NA","NA","NA","About right","Kerry","Yes"
1967,"North Central","Female","HS","Married","Protestant","NA","50000-59999","Slightly conservative","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1968,"North Central","Male","Jr Col","Married","Protestant","Pretty happy","40000-49999","Slightly conservative","NA","Favor","Yes","About right","Too little","Too little","Too little","Bush","Yes"
1969,"North Central","Female","Bachelors","Married","Protestant","Very happy","Refused","Conservative","Not legal","Favor","No","NA","NA","NA","Too much","Bush","Yes"
1970,"North Central","Female","Bachelors","Married","None","Very happy","30000-34999","NA","Not legal","Favor","No","NA","NA","NA","Too much","NA","Yes"
1971,"North Central","Male","HS","Never Married","Catholic","Very happy","1000-2999","Moderate","Not legal","Favor","No","Too much","Too little","Too little","Too little","NA","Yes"
1972,"North Central","Female","Jr Col","Married","Protestant","Very happy","Refused","Slightly conservative","Not legal","Favor","Yes","About right","Too little","Too little","Too little","Bush","Yes"
1973,"North Central","Female","HS","Married","Protestant","NA","Refused","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1974,"North Central","Female","HS","Divorced","Protestant","NA","40000-49999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1975,"North Central","Female","HS","Married","Protestant","Pretty happy","15000-17499","Moderate","Legal","Favor","No","About right","About right","About right","About right","NA","Yes"
1976,"North Central","Female","Left HS","Married","Catholic","Pretty happy","NA","Liberal","Not legal","Favor","Yes","Too little","Too little","Too little","Too little","Bush","Yes"
1977,"North Central","Female","HS","Married","Protestant","Very happy","10000-124999","Conservative","NA","Favor","No","Too little","Too little","About right","About right","Bush","Yes"
1978,"North Central","Male","HS","Divorced","None","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1979,"North Central","Female","Graduate","Married","Catholic","Very happy","110000-129999","Slightly conservative","NA","Favor","Yes","About right","Too little","Too little","Too little","Bush","Yes"
1980,"North Central","Male","Jr Col","Married","Protestant","NA","35000-39999","Slightly liberal","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1981,"North Central","Male","HS","Married","None","Pretty happy","20000-22499","Moderate","NA","Favor","Yes","Too little","Too little","Too little","Too little","NA","Yes"
1982,"North Central","Male","HS","Married","Protestant","NA","25000-29999","Conservative","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1983,"North Central","Male","Jr Col","Married","Protestant","Very happy","75000-89999","Extremely conservative","NA","Favor","No","Too little","Too much","Too much","About right","Bush","Yes"
1984,"North Central","Male","HS","Married","Protestant","Very happy","60000-74999","Conservative","NA","Oppose","Yes","NA","NA","NA","About right","Bush","Yes"
1985,"North Central","Female","Jr Col","Never Married","Protestant","Pretty happy","50000-59999","Moderate","Legal","Favor","Yes","About right","Too little","Too little","About right","Bush","Yes"
1986,"North Central","Female","HS","Never Married","Catholic","Pretty happy","25000-29999","Liberal","Not legal","Favor","Yes","About right","Too little","Too little","Too little","Kerry","Yes"
1987,"North Central","Female","Graduate","Divorced","Catholic","Pretty happy","40000-49999","Slightly liberal","Not legal","Favor","NA","Too much","Too little","Too little","About right","Kerry","Yes"
1988,"North Central","Male","HS","Married","Catholic","Pretty happy","40000-49999","Conservative","NA","Favor","Yes","About right","Too much","Too much","About right","Bush","No"
1989,"North Central","Male","Graduate","Widowed","Catholic","Very happy","7000-7999","Liberal","NA","Oppose","Yes","Too much","Too little","Too little","Too little","Kerry","No"
1990,"North Central","Female","HS","Married","Protestant","Not too happy","NA","Conservative","Not legal","Favor","NA","Too much","Too little","Too little","About right","Bush","Yes"
1991,"North Central","Female","Jr Col","Married","Catholic","Very happy","25000-29999","Moderate","Not legal","Favor","Yes","NA","NA","NA","NA","Kerry","Yes"
1992,"North Central","Female","HS","Married","Protestant","Pretty happy","3000-3999","Moderate","Legal","Favor","Yes","Too little","Too little","Too little","Too much","Bush","No"
1993,"North Central","Male","HS","Married","Protestant","Pretty happy","40000-49999","Moderate","Not legal","Favor","NA","NA","NA","NA","About right","NA","Yes"
1994,"North Central","Male","HS","Married","Protestant","NA","NA","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
1995,"North Central","Male","HS","Married","Catholic","NA","25000-29999","Moderate","NA","NA","NA","NA","NA","NA","NA","Bush","NA"
1996,"North Central","Male","HS","Married","Catholic","Pretty happy","40000-49999","Extremely conservative","NA","Favor","Yes","About right","About right","About right","About right","Bush","Yes"
1997,"North Central","Female","Bachelors","Married","Catholic","NA","40000-49999","Moderate","NA","NA","NA","NA","NA","NA","NA","Kerry","NA"
