"ID","Carrier","FlightNo","Destination","DepartTime","Day","Month","FlightLength","Delay","Delayed30"
1926,"AA",345,"ORD","4-8pm","Sat","May",160,-5,"No"
1927,"AA",363,"ORD","4-8pm","Sat","May",155,-10,"No"
1928,"AA",413,"MIA","4-8am","Sat","May",185,0,"No"
1929,"AA",599,"MIA","8-Noon","Sat","May",190,-6,"No"
1930,"AA",611,"BNA","8-Noon","Sat","May",155,-10,"No"
1931,"AA",707,"DFW","4-8am","Sat","May",230,-7,"No"
1932,"AA",709,"DFW","4-8am","Sat","May",235,0,"No"
1933,"AA",713,"DFW","8-Noon","Sat","May",240,-4,"No"
1934,"AA",721,"DFW","8-Noon","Sat","May",245,-5,"No"
1935,"AA",731,"DFW","8-Noon","Sat","May",240,-9,"No"
1936,"AA",743,"DFW","Noon-4pm","Sat","May",235,-7,"No"
1937,"AA",745,"DFW","Noon-4pm","Sat","May",240,-5,"No"
1938,"AA",751,"DFW","Noon-4pm","Sat","May",245,-9,"No"
1939,"AA",759,"DFW","Noon-4pm","Sat","May",245,-10,"No"
1940,"AA",763,"DFW","4-8pm","Sat","May",250,-2,"No"
1941,"AA",785,"DFW","4-8pm","Sat","May",240,-9,"No"
1942,"AA",787,"DFW","4-8pm","Sat","May",240,-14,"No"
1943,"AA",1423,"MIA","Noon-4pm","Sat","May",190,-8,"No"
1944,"AA",1559,"MIA","4-8pm","Sat","May",195,-4,"No"
1945,"AA",1685,"MIA","4-8am","Sat","May",175,-4,"No"
1946,"AA",1709,"MIA","8-Mid","Sat","May",185,-13,"No"
1947,"AA",1741,"BNA","Noon-4pm","Sat","May",150,-10,"No"
1948,"AA",1757,"STL","8-Noon","Sat","May",170,-8,"No"
1949,"AA",2011,"MIA","4-8pm","Sat","May",185,-10,"No"
1950,"AA",2015,"MIA","8-Noon","Sat","May",190,-8,"No"
1951,"AA",2093,"MIA","Noon-4pm","Sat","May",190,-3,"No"
1952,"AA",2223,"STL","4-8pm","Sat","May",175,-3,"No"
1953,"AA",2255,"MIA","4-8am","Sat","May",175,-7,"No"
1954,"AA",301,"ORD","4-8am","Sun","May",140,19,"No"
1955,"AA",305,"ORD","4-8am","Sun","May",145,-6,"No"
1956,"AA",309,"ORD","8-Noon","Sun","May",145,0,"No"
1957,"AA",313,"ORD","8-Noon","Sun","May",155,-7,"No"
1958,"AA",319,"ORD","8-Noon","Sun","May",150,-8,"No"
1959,"AA",321,"ORD","8-Noon","Sun","May",155,-6,"No"
1960,"AA",327,"ORD","Noon-4pm","Sun","May",155,-12,"No"
1961,"AA",329,"ORD","Noon-4pm","Sun","May",150,-7,"No"
1962,"AA",333,"ORD","Noon-4pm","Sun","May",155,-2,"No"
1963,"AA",335,"ORD","Noon-4pm","Sun","May",160,-9,"No"
1964,"AA",337,"ORD","Noon-4pm","Sun","May",160,-1,"No"
1965,"AA",341,"ORD","4-8pm","Sun","May",160,-12,"No"
1966,"AA",345,"ORD","4-8pm","Sun","May",160,-5,"No"
1967,"AA",347,"ORD","4-8pm","Sun","May",155,-8,"No"
1968,"AA",363,"ORD","4-8pm","Sun","May",155,-11,"No"
1969,"AA",371,"ORD","8-Mid","Sun","May",155,9,"No"
1970,"AA",413,"MIA","4-8am","Sun","May",185,0,"No"
1971,"AA",599,"MIA","8-Noon","Sun","May",190,-4,"No"
1972,"AA",611,"BNA","8-Noon","Sun","May",155,-9,"No"
1973,"AA",707,"DFW","4-8am","Sun","May",230,14,"No"
1974,"AA",709,"DFW","4-8am","Sun","May",235,-8,"No"
1975,"AA",713,"DFW","8-Noon","Sun","May",240,-7,"No"
1976,"AA",721,"DFW","8-Noon","Sun","May",245,-8,"No"
1977,"AA",731,"DFW","8-Noon","Sun","May",240,-3,"No"
1978,"AA",743,"DFW","Noon-4pm","Sun","May",235,-9,"No"
1979,"AA",745,"DFW","Noon-4pm","Sun","May",240,-7,"No"
1980,"AA",751,"DFW","Noon-4pm","Sun","May",245,-5,"No"
1981,"AA",753,"DFW","Noon-4pm","Sun","May",240,-5,"No"
1982,"AA",759,"DFW","Noon-4pm","Sun","May",245,30,"No"
1983,"AA",763,"DFW","4-8pm","Sun","May",250,-7,"No"
1984,"AA",785,"DFW","4-8pm","Sun","May",240,0,"No"
1985,"AA",787,"DFW","4-8pm","Sun","May",240,-5,"No"
1986,"AA",1423,"MIA","Noon-4pm","Sun","May",190,72,"Yes"
1987,"AA",1551,"BNA","4-8pm","Sun","May",150,-6,"No"
1988,"AA",1559,"MIA","4-8pm","Sun","May",195,2,"No"
1989,"AA",1685,"MIA","4-8am","Sun","May",175,-8,"No"
1990,"AA",1709,"MIA","8-Mid","Sun","May",185,1,"No"
1991,"AA",1741,"BNA","Noon-4pm","Sun","May",150,-5,"No"
1992,"AA",1757,"STL","8-Noon","Sun","May",170,-5,"No"
1993,"AA",1855,"STL","8-Noon","Sun","May",165,-7,"No"
1994,"AA",2011,"MIA","4-8pm","Sun","May",185,12,"No"
1995,"AA",2015,"MIA","8-Noon","Sun","May",190,-3,"No"
1996,"AA",2019,"STL","8-Mid","Sun","May",160,-12,"No"
1997,"AA",2093,"MIA","Noon-4pm","Sun","May",190,-6,"No"
1998,"AA",2223,"STL","4-8pm","Sun","May",175,-12,"No"
1999,"AA",2255,"MIA","4-8am","Sun","May",175,-9,"No"
2000,"UA",403,"DEN","4-8am","Mon","June",281,-1,"No"
2001,"UA",405,"DEN","8-Noon","Mon","June",277,-8,"No"
2002,"UA",409,"DEN","4-8pm","Mon","June",279,0,"No"
2003,"UA",511,"ORD","8-Noon","Mon","June",158,-8,"No"
2004,"UA",667,"ORD","4-8am","Mon","June",143,-5,"No"
2005,"UA",669,"ORD","4-8am","Mon","June",150,-2,"No"
2006,"UA",673,"ORD","8-Noon","Mon","June",158,0,"No"
2007,"UA",677,"ORD","8-Noon","Mon","June",160,-8,"No"
2008,"UA",679,"ORD","Noon-4pm","Mon","June",160,-10,"No"
2009,"UA",681,"ORD","Noon-4pm","Mon","June",160,-8,"No"
2010,"UA",683,"ORD","Noon-4pm","Mon","June",163,-6,"No"
2011,"UA",685,"ORD","Noon-4pm","Mon","June",160,50,"Yes"
2012,"UA",687,"ORD","4-8pm","Mon","June",160,-10,"No"
2013,"UA",689,"ORD","4-8pm","Mon","June",160,-1,"No"
2014,"UA",693,"ORD","4-8pm","Mon","June",160,-6,"No"
2015,"UA",695,"ORD","8-Mid","Mon","June",160,30,"No"
2016,"UA",745,"DEN","Noon-4pm","Mon","June",277,-3,"No"
2017,"UA",835,"ORD","8-Noon","Mon","June",160,-6,"No"
2018,"UA",847,"IAD","4-8pm","Mon","June",92,56,"Yes"
2019,"UA",403,"DEN","4-8am","Tue","June",281,-3,"No"
2020,"UA",405,"DEN","8-Noon","Tue","June",277,-3,"No"
2021,"UA",409,"DEN","4-8pm","Tue","June",279,1,"No"
2022,"UA",511,"ORD","8-Noon","Tue","June",158,-4,"No"
2023,"UA",667,"ORD","4-8am","Tue","June",143,-5,"No"
2024,"UA",669,"ORD","4-8am","Tue","June",150,0,"No"
2025,"UA",673,"ORD","8-Noon","Tue","June",158,-5,"No"
2026,"UA",679,"ORD","Noon-4pm","Tue","June",160,-7,"No"
2027,"UA",681,"ORD","Noon-4pm","Tue","June",160,-4,"No"
2028,"UA",683,"ORD","Noon-4pm","Tue","June",163,-7,"No"
2029,"UA",685,"ORD","Noon-4pm","Tue","June",160,1,"No"
2030,"UA",689,"ORD","4-8pm","Tue","June",160,-4,"No"
2031,"UA",691,"ORD","4-8pm","Tue","June",160,94,"Yes"
2032,"UA",693,"ORD","4-8pm","Tue","June",160,0,"No"
2033,"UA",695,"ORD","8-Mid","Tue","June",160,-5,"No"
2034,"UA",745,"DEN","Noon-4pm","Tue","June",277,-4,"No"
2035,"UA",835,"ORD","8-Noon","Tue","June",160,-6,"No"
2036,"UA",847,"IAD","4-8pm","Tue","June",92,-1,"No"
2037,"UA",403,"DEN","4-8am","Wed","June",281,-5,"No"
2038,"UA",405,"DEN","8-Noon","Wed","June",277,-2,"No"
2039,"UA",409,"DEN","4-8pm","Wed","June",279,32,"Yes"
2040,"UA",511,"ORD","8-Noon","Wed","June",158,-1,"No"
2041,"UA",667,"ORD","4-8am","Wed","June",143,-3,"No"
2042,"UA",669,"ORD","4-8am","Wed","June",150,-8,"No"
2043,"UA",673,"ORD","8-Noon","Wed","June",158,-10,"No"
2044,"UA",677,"ORD","8-Noon","Wed","June",160,-13,"No"
2045,"UA",679,"ORD","Noon-4pm","Wed","June",160,-4,"No"
2046,"UA",681,"ORD","Noon-4pm","Wed","June",160,-7,"No"
2047,"UA",683,"ORD","Noon-4pm","Wed","June",163,-2,"No"
2048,"UA",685,"ORD","Noon-4pm","Wed","June",160,32,"Yes"
2049,"UA",687,"ORD","4-8pm","Wed","June",160,24,"No"
2050,"UA",689,"ORD","4-8pm","Wed","June",160,62,"Yes"
2051,"UA",691,"ORD","4-8pm","Wed","June",160,41,"Yes"
2052,"UA",693,"ORD","4-8pm","Wed","June",160,40,"Yes"
2053,"UA",695,"ORD","8-Mid","Wed","June",160,0,"No"
2054,"UA",745,"DEN","Noon-4pm","Wed","June",277,-5,"No"
2055,"UA",835,"ORD","8-Noon","Wed","June",160,-8,"No"
2056,"UA",847,"IAD","4-8pm","Wed","June",92,71,"Yes"
2057,"UA",361,"DEN","4-8am","Thu","June",258,0,"No"
2058,"UA",405,"DEN","8-Noon","Thu","June",266,4,"No"
2059,"UA",409,"DEN","4-8pm","Thu","June",295,26,"No"
2060,"UA",661,"ORD","8-Noon","Thu","June",151,-9,"No"
2061,"UA",667,"ORD","4-8am","Thu","June",140,311,"Yes"
2062,"UA",669,"ORD","4-8am","Thu","June",151,0,"No"
2063,"UA",673,"ORD","8-Noon","Thu","June",153,-7,"No"
2064,"UA",677,"ORD","8-Noon","Thu","June",155,-2,"No"
2065,"UA",679,"ORD","Noon-4pm","Thu","June",153,-3,"No"
2066,"UA",681,"ORD","Noon-4pm","Thu","June",148,26,"No"
2067,"UA",683,"ORD","Noon-4pm","Thu","June",169,57,"Yes"
2068,"UA",685,"ORD","Noon-4pm","Thu","June",161,53,"Yes"
2069,"UA",687,"ORD","4-8pm","Thu","June",161,53,"Yes"
2070,"UA",689,"ORD","4-8pm","Thu","June",161,1,"No"
2071,"UA",691,"ORD","4-8pm","Thu","June",161,-3,"No"
2072,"UA",693,"ORD","4-8pm","Thu","June",161,89,"Yes"
2073,"UA",695,"ORD","8-Mid","Thu","June",162,13,"No"
2074,"UA",745,"DEN","Noon-4pm","Thu","June",266,63,"Yes"
2075,"UA",835,"ORD","8-Noon","Thu","June",155,-8,"No"
2076,"UA",847,"IAD","4-8pm","Thu","June",96,51,"Yes"
2077,"UA",71,"DEN","8-Noon","Fri","June",268,-5,"No"
2078,"UA",361,"DEN","4-8am","Fri","June",258,-5,"No"
2079,"UA",405,"DEN","8-Noon","Fri","June",266,6,"No"
2080,"UA",409,"DEN","4-8pm","Fri","June",295,15,"No"
2081,"UA",661,"ORD","8-Noon","Fri","June",151,7,"No"
2082,"UA",667,"ORD","4-8am","Fri","June",140,-7,"No"
2083,"UA",669,"ORD","4-8am","Fri","June",151,-1,"No"
2084,"UA",673,"ORD","8-Noon","Fri","June",153,-9,"No"
2085,"UA",677,"ORD","8-Noon","Fri","June",155,20,"No"
2086,"UA",679,"ORD","Noon-4pm","Fri","June",153,0,"No"
2087,"UA",681,"ORD","Noon-4pm","Fri","June",148,24,"No"
2088,"UA",683,"ORD","Noon-4pm","Fri","June",169,12,"No"
2089,"UA",685,"ORD","Noon-4pm","Fri","June",161,83,"Yes"
2090,"UA",687,"ORD","4-8pm","Fri","June",161,39,"Yes"
2091,"UA",689,"ORD","4-8pm","Fri","June",161,80,"Yes"
2092,"UA",691,"ORD","4-8pm","Fri","June",161,47,"Yes"
2093,"UA",693,"ORD","4-8pm","Fri","June",161,122,"Yes"
2094,"UA",695,"ORD","8-Mid","Fri","June",162,72,"Yes"
2095,"UA",745,"DEN","Noon-4pm","Fri","June",266,75,"Yes"
2096,"UA",835,"ORD","8-Noon","Fri","June",153,0,"No"
2097,"UA",847,"IAD","4-8pm","Fri","June",96,16,"No"
2098,"UA",361,"DEN","4-8am","Sat","June",258,-8,"No"
2099,"UA",405,"DEN","8-Noon","Sat","June",266,-7,"No"
2100,"UA",409,"DEN","4-8pm","Sat","June",295,-8,"No"
2101,"UA",661,"ORD","8-Noon","Sat","June",151,-5,"No"
2102,"UA",667,"ORD","4-8am","Sat","June",138,0,"No"
2103,"UA",669,"ORD","4-8am","Sat","June",153,-4,"No"
2104,"UA",677,"ORD","8-Noon","Sat","June",155,-10,"No"
2105,"UA",681,"ORD","Noon-4pm","Sat","June",148,-6,"No"
2106,"UA",685,"ORD","Noon-4pm","Sat","June",161,0,"No"
2107,"UA",689,"ORD","4-8pm","Sat","June",161,-10,"No"
2108,"UA",691,"ORD","4-8pm","Sat","June",161,-6,"No"
2109,"UA",745,"DEN","Noon-4pm","Sat","June",266,34,"Yes"
2110,"UA",746,"DEN","4-8am","Sat","June",254,-2,"No"
2111,"UA",835,"ORD","8-Noon","Sat","June",153,-2,"No"
2112,"UA",71,"DEN","8-Noon","Sun","June",268,0,"No"
2113,"UA",361,"DEN","4-8am","Sun","June",258,3,"No"
2114,"UA",405,"DEN","8-Noon","Sun","June",269,0,"No"
2115,"UA",409,"DEN","4-8pm","Sun","June",295,0,"No"
2116,"UA",661,"ORD","8-Noon","Sun","June",155,0,"No"
2117,"UA",667,"ORD","4-8am","Sun","June",140,-7,"No"
2118,"UA",673,"ORD","8-Noon","Sun","June",151,-1,"No"
2119,"UA",679,"ORD","8-Noon","Sun","June",155,5,"No"
2120,"UA",681,"ORD","Noon-4pm","Sun","June",150,-9,"No"
2121,"UA",683,"ORD","Noon-4pm","Sun","June",170,-4,"No"
2122,"UA",685,"ORD","Noon-4pm","Sun","June",164,28,"No"
2123,"UA",689,"ORD","4-8pm","Sun","June",161,7,"No"
2124,"UA",691,"ORD","4-8pm","Sun","June",161,74,"Yes"
2125,"UA",695,"ORD","8-Mid","Sun","June",162,115,"Yes"
2126,"UA",745,"DEN","Noon-4pm","Sun","June",266,-1,"No"
2127,"UA",835,"ORD","4-8am","Sun","June",152,-6,"No"
2128,"UA",847,"IAD","4-8pm","Sun","June",96,153,"Yes"
2129,"UA",71,"DEN","8-Noon","Mon","June",268,0,"No"
2130,"UA",361,"DEN","4-8am","Mon","June",258,-5,"No"
2131,"UA",405,"DEN","8-Noon","Mon","June",266,3,"No"
2132,"UA",409,"DEN","4-8pm","Mon","June",295,5,"No"
2133,"UA",661,"ORD","8-Noon","Mon","June",151,-2,"No"
2134,"UA",667,"ORD","4-8am","Mon","June",140,-4,"No"
2135,"UA",669,"ORD","4-8am","Mon","June",151,39,"Yes"
2136,"UA",673,"ORD","8-Noon","Mon","June",153,120,"Yes"
2137,"UA",677,"ORD","8-Noon","Mon","June",155,-2,"No"
2138,"UA",679,"ORD","Noon-4pm","Mon","June",153,-3,"No"
2139,"UA",681,"ORD","Noon-4pm","Mon","June",148,30,"No"
2140,"UA",683,"ORD","Noon-4pm","Mon","June",169,-1,"No"
2141,"UA",685,"ORD","Noon-4pm","Mon","June",161,48,"Yes"
2142,"UA",687,"ORD","4-8pm","Mon","June",161,-11,"No"
2143,"UA",689,"ORD","4-8pm","Mon","June",161,-8,"No"
2144,"UA",691,"ORD","4-8pm","Mon","June",161,-4,"No"
2145,"UA",693,"ORD","4-8pm","Mon","June",161,0,"No"
2146,"UA",695,"ORD","8-Mid","Mon","June",162,71,"Yes"
2147,"UA",745,"DEN","Noon-4pm","Mon","June",266,28,"No"
2148,"UA",835,"ORD","8-Noon","Mon","June",153,0,"No"
2149,"UA",847,"IAD","4-8pm","Mon","June",96,23,"No"
2150,"UA",71,"DEN","8-Noon","Tue","June",268,4,"No"
2151,"UA",361,"DEN","4-8am","Tue","June",258,219,"Yes"
2152,"UA",405,"DEN","8-Noon","Tue","June",266,84,"Yes"
2153,"UA",409,"DEN","4-8pm","Tue","June",295,63,"Yes"
2154,"UA",661,"ORD","8-Noon","Tue","June",151,21,"No"
2155,"UA",667,"ORD","4-8am","Tue","June",140,182,"Yes"
2156,"UA",669,"ORD","4-8am","Tue","June",151,-7,"No"
2157,"UA",673,"ORD","8-Noon","Tue","June",153,93,"Yes"
2158,"UA",677,"ORD","8-Noon","Tue","June",155,6,"No"
2159,"UA",679,"ORD","Noon-4pm","Tue","June",153,0,"No"
2160,"UA",681,"ORD","Noon-4pm","Tue","June",148,68,"Yes"
2161,"UA",683,"ORD","Noon-4pm","Tue","June",169,106,"Yes"
2162,"UA",685,"ORD","Noon-4pm","Tue","June",161,0,"No"
2163,"UA",687,"ORD","4-8pm","Tue","June",161,123,"Yes"
2164,"UA",689,"ORD","4-8pm","Tue","June",161,0,"No"
2165,"UA",691,"ORD","4-8pm","Tue","June",161,139,"Yes"
2166,"UA",693,"ORD","4-8pm","Tue","June",161,111,"Yes"
2167,"UA",695,"ORD","8-Mid","Tue","June",162,0,"No"
2168,"UA",745,"DEN","Noon-4pm","Tue","June",266,53,"Yes"
2169,"UA",835,"ORD","8-Noon","Tue","June",153,0,"No"
2170,"UA",847,"IAD","4-8pm","Tue","June",96,133,"Yes"
2171,"UA",71,"DEN","8-Noon","Wed","June",268,-5,"No"
2172,"UA",361,"DEN","4-8am","Wed","June",258,-4,"No"
2173,"UA",405,"DEN","8-Noon","Wed","June",266,-5,"No"
2174,"UA",409,"DEN","4-8pm","Wed","June",295,-6,"No"
2175,"UA",661,"ORD","8-Noon","Wed","June",151,0,"No"
2176,"UA",667,"ORD","4-8am","Wed","June",140,-5,"No"
2177,"UA",669,"ORD","4-8am","Wed","June",151,-2,"No"
2178,"UA",673,"ORD","8-Noon","Wed","June",153,-3,"No"
2179,"UA",677,"ORD","8-Noon","Wed","June",155,-7,"No"
2180,"UA",679,"ORD","Noon-4pm","Wed","June",153,-7,"No"
2181,"UA",681,"ORD","Noon-4pm","Wed","June",148,0,"No"
2182,"UA",683,"ORD","Noon-4pm","Wed","June",169,-3,"No"
2183,"UA",685,"ORD","Noon-4pm","Wed","June",161,0,"No"
2184,"UA",687,"ORD","4-8pm","Wed","June",161,2,"No"
2185,"UA",689,"ORD","4-8pm","Wed","June",161,1,"No"
2186,"UA",691,"ORD","4-8pm","Wed","June",161,-4,"No"
2187,"UA",693,"ORD","4-8pm","Wed","June",161,-9,"No"
2188,"UA",695,"ORD","8-Mid","Wed","June",162,-12,"No"
2189,"UA",745,"DEN","Noon-4pm","Wed","June",266,-2,"No"
2190,"UA",835,"ORD","8-Noon","Wed","June",153,-6,"No"
2191,"UA",847,"IAD","4-8pm","Wed","June",96,-4,"No"
2192,"UA",71,"DEN","8-Noon","Thu","June",268,8,"No"
2193,"UA",361,"DEN","4-8am","Thu","June",258,-2,"No"
2194,"UA",405,"DEN","8-Noon","Thu","June",266,0,"No"
2195,"UA",409,"DEN","4-8pm","Thu","June",295,20,"No"
2196,"UA",661,"ORD","8-Noon","Thu","June",151,-7,"No"
2197,"UA",667,"ORD","4-8am","Thu","June",140,-6,"No"
2198,"UA",669,"ORD","4-8am","Thu","June",151,-5,"No"
2199,"UA",673,"ORD","8-Noon","Thu","June",153,3,"No"
2200,"UA",677,"ORD","8-Noon","Thu","June",155,5,"No"
2201,"UA",679,"ORD","Noon-4pm","Thu","June",153,13,"No"
2202,"UA",681,"ORD","Noon-4pm","Thu","June",148,-3,"No"
2203,"UA",683,"ORD","Noon-4pm","Thu","June",169,0,"No"
2204,"UA",685,"ORD","Noon-4pm","Thu","June",161,84,"Yes"
2205,"UA",687,"ORD","4-8pm","Thu","June",161,55,"Yes"
2206,"UA",689,"ORD","4-8pm","Thu","June",161,0,"No"
2207,"UA",691,"ORD","4-8pm","Thu","June",161,57,"Yes"
2208,"UA",693,"ORD","4-8pm","Thu","June",161,55,"Yes"
2209,"UA",695,"ORD","8-Mid","Thu","June",162,25,"No"
2210,"UA",745,"DEN","Noon-4pm","Thu","June",266,4,"No"
2211,"UA",835,"ORD","8-Noon","Thu","June",153,-5,"No"
2212,"UA",847,"IAD","4-8pm","Thu","June",96,-5,"No"
2213,"UA",71,"DEN","8-Noon","Fri","June",268,-1,"No"
2214,"UA",361,"DEN","4-8am","Fri","June",258,-4,"No"
2215,"UA",405,"DEN","8-Noon","Fri","June",266,-2,"No"
2216,"UA",409,"DEN","4-8pm","Fri","June",295,-4,"No"
2217,"UA",661,"ORD","8-Noon","Fri","June",151,-5,"No"
2218,"UA",667,"ORD","4-8am","Fri","June",140,0,"No"
2219,"UA",669,"ORD","4-8am","Fri","June",151,2,"No"
2220,"UA",673,"ORD","8-Noon","Fri","June",153,-7,"No"
2221,"UA",677,"ORD","8-Noon","Fri","June",155,-3,"No"
2222,"UA",679,"ORD","Noon-4pm","Fri","June",153,20,"No"
2223,"UA",681,"ORD","Noon-4pm","Fri","June",148,9,"No"
2224,"UA",683,"ORD","Noon-4pm","Fri","June",169,53,"Yes"
2225,"UA",685,"ORD","Noon-4pm","Fri","June",161,0,"No"
2226,"UA",687,"ORD","4-8pm","Fri","June",161,-2,"No"
2227,"UA",689,"ORD","4-8pm","Fri","June",161,87,"Yes"
2228,"UA",691,"ORD","4-8pm","Fri","June",161,49,"Yes"
2229,"UA",693,"ORD","4-8pm","Fri","June",161,1,"No"
2230,"UA",695,"ORD","8-Mid","Fri","June",162,45,"Yes"
2231,"UA",745,"DEN","Noon-4pm","Fri","June",266,3,"No"
2232,"UA",835,"ORD","8-Noon","Fri","June",153,-5,"No"
2233,"UA",847,"IAD","4-8pm","Fri","June",96,20,"No"
2234,"UA",361,"DEN","4-8am","Sat","June",258,-2,"No"
2235,"UA",405,"DEN","8-Noon","Sat","June",266,-4,"No"
2236,"UA",409,"DEN","4-8pm","Sat","June",295,34,"Yes"
2237,"UA",661,"ORD","8-Noon","Sat","June",151,-3,"No"
2238,"UA",667,"ORD","4-8am","Sat","June",138,-7,"No"
2239,"UA",669,"ORD","4-8am","Sat","June",153,-6,"No"
2240,"UA",677,"ORD","8-Noon","Sat","June",155,-3,"No"
2241,"UA",681,"ORD","Noon-4pm","Sat","June",148,-1,"No"
2242,"UA",685,"ORD","Noon-4pm","Sat","June",161,176,"Yes"
2243,"UA",689,"ORD","4-8pm","Sat","June",161,18,"No"
2244,"UA",691,"ORD","4-8pm","Sat","June",161,0,"No"
2245,"UA",745,"DEN","Noon-4pm","Sat","June",266,-4,"No"
2246,"UA",746,"DEN","4-8am","Sat","June",254,2,"No"
2247,"UA",835,"ORD","8-Noon","Sat","June",153,0,"No"
2248,"UA",71,"DEN","8-Noon","Sun","June",268,-2,"No"
2249,"UA",361,"DEN","4-8am","Sun","June",258,-2,"No"
2250,"UA",405,"DEN","8-Noon","Sun","June",269,-6,"No"
2251,"UA",409,"DEN","4-8pm","Sun","June",295,15,"No"
2252,"UA",661,"ORD","8-Noon","Sun","June",155,0,"No"
2253,"UA",667,"ORD","4-8am","Sun","June",140,-5,"No"
2254,"UA",673,"ORD","8-Noon","Sun","June",151,-1,"No"
2255,"UA",679,"ORD","8-Noon","Sun","June",155,2,"No"
2256,"UA",681,"ORD","Noon-4pm","Sun","June",150,-11,"No"
2257,"UA",683,"ORD","Noon-4pm","Sun","June",170,21,"No"
2258,"UA",685,"ORD","Noon-4pm","Sun","June",164,1,"No"
2259,"UA",689,"ORD","4-8pm","Sun","June",161,-5,"No"
2260,"UA",691,"ORD","4-8pm","Sun","June",161,-4,"No"
2261,"UA",695,"ORD","8-Mid","Sun","June",162,14,"No"
2262,"UA",745,"DEN","Noon-4pm","Sun","June",266,-5,"No"
2263,"UA",835,"ORD","4-8am","Sun","June",152,-7,"No"
2264,"UA",847,"IAD","4-8pm","Sun","June",96,2,"No"
2265,"UA",71,"DEN","8-Noon","Mon","June",268,-5,"No"
2266,"UA",361,"DEN","4-8am","Mon","June",258,-2,"No"
2267,"UA",405,"DEN","8-Noon","Mon","June",266,-5,"No"
2268,"UA",409,"DEN","4-8pm","Mon","June",295,45,"Yes"
2269,"UA",661,"ORD","8-Noon","Mon","June",151,0,"No"
2270,"UA",667,"ORD","4-8am","Mon","June",140,-5,"No"
2271,"UA",669,"ORD","4-8am","Mon","June",151,-3,"No"
2272,"UA",673,"ORD","8-Noon","Mon","June",153,-4,"No"
2273,"UA",677,"ORD","8-Noon","Mon","June",155,4,"No"
2274,"UA",679,"ORD","Noon-4pm","Mon","June",153,-7,"No"
2275,"UA",681,"ORD","Noon-4pm","Mon","June",148,-8,"No"
2276,"UA",683,"ORD","Noon-4pm","Mon","June",169,0,"No"
2277,"UA",685,"ORD","Noon-4pm","Mon","June",161,-10,"No"
2278,"UA",687,"ORD","4-8pm","Mon","June",161,-7,"No"
2279,"UA",689,"ORD","4-8pm","Mon","June",161,56,"Yes"
2280,"UA",691,"ORD","4-8pm","Mon","June",161,112,"Yes"
2281,"UA",693,"ORD","4-8pm","Mon","June",161,74,"Yes"
2282,"UA",695,"ORD","8-Mid","Mon","June",162,105,"Yes"
2283,"UA",745,"DEN","Noon-4pm","Mon","June",266,26,"No"
2284,"UA",835,"ORD","8-Noon","Mon","June",153,-7,"No"
2285,"UA",847,"IAD","4-8pm","Mon","June",96,24,"No"
2286,"UA",71,"DEN","8-Noon","Tue","June",268,-4,"No"
2287,"UA",361,"DEN","4-8am","Tue","June",258,-5,"No"
2288,"UA",405,"DEN","8-Noon","Tue","June",266,0,"No"
2289,"UA",409,"DEN","4-8pm","Tue","June",295,16,"No"
2290,"UA",661,"ORD","8-Noon","Tue","June",151,-6,"No"
2291,"UA",667,"ORD","4-8am","Tue","June",140,-7,"No"
2292,"UA",669,"ORD","4-8am","Tue","June",151,-7,"No"
2293,"UA",673,"ORD","8-Noon","Tue","June",153,-8,"No"
2294,"UA",677,"ORD","8-Noon","Tue","June",155,-7,"No"
2295,"UA",679,"ORD","Noon-4pm","Tue","June",153,-5,"No"
2296,"UA",681,"ORD","Noon-4pm","Tue","June",148,1,"No"
2297,"UA",683,"ORD","Noon-4pm","Tue","June",169,2,"No"
2298,"UA",685,"ORD","Noon-4pm","Tue","June",161,-1,"No"
2299,"UA",687,"ORD","4-8pm","Tue","June",161,0,"No"
2300,"UA",689,"ORD","4-8pm","Tue","June",161,0,"No"
2301,"UA",691,"ORD","4-8pm","Tue","June",161,104,"Yes"
2302,"UA",693,"ORD","4-8pm","Tue","June",161,88,"Yes"
2303,"UA",695,"ORD","8-Mid","Tue","June",162,32,"Yes"
2304,"UA",745,"DEN","Noon-4pm","Tue","June",266,4,"No"
2305,"UA",835,"ORD","8-Noon","Tue","June",153,-6,"No"
2306,"UA",847,"IAD","4-8pm","Tue","June",96,5,"No"
2307,"UA",71,"DEN","8-Noon","Wed","June",268,-2,"No"
2308,"UA",361,"DEN","4-8am","Wed","June",258,3,"No"
2309,"UA",405,"DEN","8-Noon","Wed","June",266,-4,"No"
2310,"UA",409,"DEN","4-8pm","Wed","June",295,-4,"No"
2311,"UA",661,"ORD","8-Noon","Wed","June",151,0,"No"
2312,"UA",667,"ORD","4-8am","Wed","June",140,-3,"No"
2313,"UA",669,"ORD","4-8am","Wed","June",151,-3,"No"
2314,"UA",673,"ORD","8-Noon","Wed","June",153,-6,"No"
2315,"UA",677,"ORD","8-Noon","Wed","June",155,-4,"No"
2316,"UA",679,"ORD","Noon-4pm","Wed","June",153,-6,"No"
2317,"UA",681,"ORD","Noon-4pm","Wed","June",148,2,"No"
2318,"UA",683,"ORD","Noon-4pm","Wed","June",169,0,"No"
2319,"UA",685,"ORD","Noon-4pm","Wed","June",161,-3,"No"
2320,"UA",687,"ORD","4-8pm","Wed","June",161,-5,"No"
