"","m.impr_post","m.impr_pre","m.click_post","m.click_pre","m.cost_post","m.cost_pre","m.conv_post","m.conv_pre","m.value_post","m.value_pre","m.cpm_pre","m.cpm_post","m.cpc_pre","m.cpc_post","m.cpa_pre","m.cpa_post","m.cpr_pre","m.cpr_post","mult.change","d.impr_post","d.impr_pre","d.click_post","d.click_pre","d.cost_post","d.cost_pre","d.conv_post","d.conv_pre","d.value_post","d.value_pre","d.cpm_pre","d.cpm_post","d.cpc_pre","d.cpc_post","d.cpa_pre","d.cpa_post","d.cpr_pre","d.cpr_post","error.cpr_pre","error.cpr_post"
"326",467,254,23,6,55.77,8.84,12,4,26,28.32,0.03480315,0.119421842,1.473333333,2.424782609,2.21,4.6475,0.312146893,2.145,0,692,631,12,5,35.05,16.17,0,0,0,0,0.02562599,0.050650289,3.234,2.920833333,0,0,0,0,0.312146893,2.145
"327",605,528,12,10,144.21,156.3,6,5,63.62,27.62,0.296022727,0.238363636,15.63,12.0175,31.26,24.035,5.658942795,2.266740019,-0.38,1697,2012,11,13,105.34,116.77,11,13,169.34,181.34,0.058036779,0.062074249,8.982307692,9.576363636,8.982307692,9.576363636,0.643928532,0.622062124,5.015014263,1.644677895
"328",1552,746,14,6,121.29,47.33,13,4,138.1,38,0.06344504,0.078150773,7.888333333,8.663571429,11.8325,9.33,1.245526316,0.878276611,0.25,12647,11674,117,107,1040.05,1000.55,84,64,1142.14,738.07,0.085707555,0.082236894,9.350934579,8.889316239,15.63359375,12.38154762,1.355630225,0.910615161,0.110103909,0.03233855
"329",254,368,3,3,24.56,46.32,3,3,51.62,43.24,0.125869565,0.096692913,15.44,8.186666667,15.44,8.186666667,1.071230342,0.47578458,-0.37,415,443,2,2,8.64,11.42,0,0,0,0,0.025778781,0.020819277,5.71,4.32,0,0,0,0,1.071230342,0.47578458
"330",82,111,1,4,16.41,30.15,2,5,27.62,39.62,0.271621622,0.200121951,7.5375,16.41,6.03,8.205,0.760979303,0.594134685,0.1,715,1160,8,7,55.37,48.75,9,8,94.86,152.1,0.042025862,0.077440559,6.964285714,6.92125,6.09375,6.152222222,0.320512821,0.583702298,0.440466483,0.010432387
"331",756,493,8,5,84.69,27.93,10,6,141.72,116.53,0.056653144,0.11202381,5.586,10.58625,4.655,8.469,0.239680769,0.597586791,0.15,2344,2478,29,20,179.14,115.36,20,7,326.68,67.24,0.046553672,0.076424915,5.768,6.177241379,16.48,8.957,1.715645449,0.548365373,1.47596468,0.049221418
"332",6432,18623,61,187,85.02,361.84,5,17,63,148.05,0.019429737,0.013218284,1.934973262,1.393770492,21.28470588,17.004,2.444039176,1.34952381,-0.79,32357,57500,161,235,184.51,290.04,17,41,340.1,556.03,0.005044174,0.005702321,1.234212766,1.146024845,7.074146341,10.85352941,0.521626531,0.542516907,1.922412645,0.807006903
"333",1081,842,44,30,99.17,88.23,6,6,106,63,0.104786223,0.09173913,2.941,2.253863636,14.705,16.52833333,1.40047619,0.935566038,0,2047,3330,20,53,31.8,92.11,2,6,0,42,0.027660661,0.015534929,1.737924528,1.59,15.35166667,15.9,2.193095238,0,0.792619048,0.935566038
"334",1448,7386,10,70,23.22,180.66,0,5,0,42,0.024459789,0.016035912,2.580857143,2.322,36.132,0,4.301428571,0,-0.74,58567,41021,310,255,694.84,565.77,63,42,1320,505.05,0.013792204,0.011864019,2.218705882,2.241419355,13.47071429,11.02920635,1.12022572,0.526393939,3.181202851,0.526393939
"335",576,956,21,49,19.69,68.95,3,0,21,0,0.072123431,0.034184028,1.407142857,0.937619048,0,6.563333333,0,0.937619048,-1.22,4421,7032,58,65,64.51,64.7,4,8,64,84,0.009200796,0.014591721,0.995384615,1.112241379,8.0875,16.1275,0.770238095,1.00796875,0.770238095,0.070349702
"336",2624,2660,157,41,340.1,157.87,44,14,606.13,108.46,0.059349624,0.12961128,3.850487805,2.166242038,11.27642857,7.729545455,1.455559653,0.561100754,-1.11,4844,2619,55,15,140.55,36.08,7,2,120.06,74.74,0.01377625,0.029015277,2.405333333,2.555454545,18.04,20.07857143,0.482740166,1.170664668,0.972819487,0.609563914
"337",13963,10462,496,296,1021.86,586.83,66,45,1310.66,826.3,0.056091569,0.073183413,1.982533784,2.060201613,13.04066667,15.48272727,0.710190004,0.779652999,0.08,19788,21030,648,618,1144.32,1117.98,82,82,1740.77,1957.83,0.053161198,0.057828987,1.809029126,1.765925926,13.63390244,13.95512195,0.571030171,0.65736427,0.139159832,0.122288729
"338",1022,1641,14,26,21.69,96.53,0,8,0,285.06,0.058823888,0.021223092,3.712692308,1.549285714,12.06625,0,0.338630464,0,0.2,4827,3768,106,75,325.55,254.54,20,26,395.59,644.79,0.067553079,0.067443547,3.393866667,3.071226415,9.79,16.2775,0.394764187,0.822948002,0.056133723,0.822948002
"339",844,1012,8,16,18.75,52.21,0,5,0,0,0.051590909,0.02221564,3.263125,2.34375,10.442,0,0,0,-0.02,9703,7156,116,68,501.67,301.99,34,6,690.65,50.98,0.04220095,0.051702566,4.441029412,4.324741379,50.33166667,14.755,5.923695567,0.726373706,5.923695567,0.726373706
"340",5508,1700,98,15,483.47,54.67,31,10,483.36,237.32,0.032158824,0.087775962,3.644666667,4.933367347,5.467,15.59580645,0.230364065,1.000227574,0.4,12461,11743,74,61,319.35,275.29,7,16,68.3,191,0.023442902,0.025627959,4.51295082,4.315540541,17.205625,45.62142857,1.441308901,4.675695461,1.210944835,3.675467888
"341",2794,1366,47,19,121.92,39.72,5,4,87.01,88.71,0.029077599,0.043636364,2.090526316,2.594042553,9.93,24.384,0.447751099,1.401218251,-0.05,1317,1394,17,12,31.84,21.31,0,0,0,0,0.015286944,0.024176158,1.775833333,1.872941176,0,0,0,0,0.447751099,1.401218251
"342",946,306,10,6,45.92,27.07,2,4,34.68,91.04,0.088464052,0.048541226,4.511666667,4.592,6.7675,22.96,0.297341828,1.324106113,0.15,5362,5244,36,28,72.16,49.95,2,1,0,0,0.009525172,0.013457665,1.783928571,2.004444444,49.95,36.08,0,0,0.297341828,1.324106113
"343",9283,9922,1400,1256,2680.51,2628.79,233,151,2770.62,2030.04,0.264945575,0.288754713,2.092985669,1.91465,17.4092053,11.50433476,1.294944927,0.967476594,-0.27,46905,39152,1490,1320,2929,2352.65,242,213,3517.13,3458.28,0.060090161,0.062445368,1.782310606,1.965771812,11.04530516,12.10330579,0.680294829,0.832781273,0.614650099,0.13469532
"344",2294,872,81,38,91.45,39.85,7,4,101.95,77.05,0.045699541,0.039864865,1.048684211,1.129012346,9.9625,13.06428571,0.517196626,0.897008337,0.37,1277,1296,55,42,46.79,37.45,12,10,91.65,46.05,0.028896605,0.036640564,0.891666667,0.850727273,3.745,3.899166667,0.813246471,0.510529187,0.296049846,0.38647915
"345",1341,884,71,32,90.27,26.79,2,6,15.25,61.3,0.03030543,0.067315436,0.8371875,1.271408451,4.465,45.135,0.437030995,5.919344262,0.26,5362,4638,141,118,145.05,125.37,34,14,306.35,132.6,0.027031048,0.027051473,1.062457627,1.028723404,8.955,4.266176471,0.945475113,0.473478048,0.508444118,5.445866214
"346",1096,1137,61,75,67.89,95.11,10,7,71.3,0,0.083649956,0.061943431,1.268133333,1.11295082,13.58714286,6.789,0,0.952173913,-0.4,1529,1574,48,49,39.86,50.7,5,9,61.15,107.2,0.032210928,0.026069326,1.034693878,0.830416667,5.633333333,7.972,0.472947761,0.651839738,0.472947761,0.300334175
"347",8238,522,170,32,259.64,38.4,21,8,168.85,108.33,0.073563218,0.031517359,1.2,1.527294118,4.8,12.36380952,0.354472445,1.53769618,0.69,211,258,4,5,4.45,4.41,1,3,0,15.4,0.017093023,0.021090047,0.882,1.1125,1.47,4.45,0.286363636,0,0.068108809,1.53769618
"348",1047,319,58,4,91.31,2.36,7,3,107.2,15.4,0.007398119,0.087211079,0.59,1.574310345,0.786666667,13.04428571,0.153246753,0.851772388,1.62,2332,2009,139,89,166.18,110.44,18,13,163.9,92.3,0.054972623,0.07126072,1.240898876,1.195539568,8.495384615,9.232222222,1.196533044,1.013910921,1.043286291,0.162138533
"349",0,767,0,25,0,50.74,0,3,0,15.4,0.066153846,0,2.0296,0,16.91333333,0,3.294805195,0,-0.1,1670,1742,16,27,20.39,36.08,3,4,30.5,15.4,0.020711825,0.012209581,1.336296296,1.274375,9.02,6.796666667,2.342857143,0.66852459,0.951948052,0.66852459
"350",1347,1125,21,23,46.57,48.82,2,6,30.65,92.3,0.043395556,0.034573125,2.122608696,2.217619048,8.136666667,23.285,0.528927411,1.519412724,-0.2,772,931,23,14,29.26,19.37,4,4,30.65,15.25,0.020805585,0.037901554,1.383571429,1.272173913,4.8425,7.315,1.270163934,0.954649266,0.741236524,0.564763458
"351",958,230,27,10,53,12.65,7,4,92.3,40.65,0.055,0.055323591,1.265,1.962962963,3.1625,7.571428571,0.311193112,0.574214518,0.85,623,424,16,16,23.14,24.8,5,0,102.3,0,0.058490566,0.037142857,1.55,1.44625,0,4.628,0,0.226197458,0.311193112,0.348017059
"352",151,262,3,4,7.35,5.53,0,3,0,30.65,0.02110687,0.048675497,1.3825,2.45,1.843333333,0,0.180424144,0,0.15,36,64,0,1,0,1.25,0,0,0,0,0.01953125,0,1.25,0,0,0,0,0,0.180424144,0
"353",828,933,33,29,44.86,42.71,2,0,30.65,0,0.045777063,0.054178744,1.472758621,1.359393939,0,22.43,0,1.463621533,0.1,1083,1156,44,40,50.3,52.39,11,9,127.35,61.8,0.045320069,0.04644506,1.30975,1.143181818,5.821111111,4.572727273,0.847734628,0.39497448,0.847734628,1.068647054
"354",0,1879,0,24,0,54.5,0,11,0,45.9,0.02900479,0,2.270833333,0,4.954545455,0,1.187363834,0,-0.03,554,550,11,8,19.77,16.8,0,3,0,45.9,0.030545455,0.035685921,2.1,1.797272727,5.6,0,0.366013072,0,0.821350763,0
"355",1673,516,31,5,58.07,5.55,7,4,61.3,30.65,0.010755814,0.034710102,1.11,1.873225806,1.3875,8.295714286,0.181076672,0.94730832,0.81,1290,4033,2,7,2.16,7.25,0,4,0,68.62,0.001797669,0.001674419,1.035714286,1.08,1.8125,0,0.105654328,0,0.075422344,0.94730832
"356",1274,248,3,3,6.74,6.95,0,3,0,61.65,0.028024194,0.005290424,2.316666667,2.246666667,2.316666667,0,0.112733171,0,0.07,372,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112733171,0
"357",622,574,18,13,33.11,27.7,3,5,15.25,48.12,0.04825784,0.053231511,2.130769231,1.839444444,5.54,11.03666667,0.575644223,2.171147541,0.22,1371,1002,25,22,55.98,45.25,11,3,92.45,15.25,0.045159681,0.04083151,2.056818182,2.2392,15.08333333,5.089090909,2.967213115,0.605516495,2.391568892,1.565631046
"358",3275,2197,44,32,95.26,69.67,3,0,71.3,0,0.031711425,0.029087023,2.1771875,2.165,0,31.75333333,0,1.336044881,-0.14,2540,2621,53,66,83.15,93.96,11,12,61.3,91.95,0.035848913,0.03273622,1.423636364,1.568867925,7.83,7.559090909,1.021859706,1.356443719,1.021859706,0.020398839
"359",349,2562,1,39,2.91,102.08,0,3,0,30.65,0.039843872,0.008338109,2.617435897,2.91,34.02666667,0,3.33050571,0,-0.78,8358,7009,86,87,167.83,189.21,19,20,237.01,153.6,0.026995292,0.020080163,2.174827586,1.951511628,9.4605,8.833157895,1.231835938,0.708113582,2.098669772,0.708113582
"360",6739,4519,120,76,140.95,114.4,21,16,332.75,137.7,0.025315335,0.020915566,1.505263158,1.174583333,7.15,6.711904762,0.830791576,0.423591285,0.02,45360,27010,419,254,813.28,427.13,71,59,772.67,445.3,0.015813773,0.017929453,1.681614173,1.941002387,7.239491525,11.45464789,0.959196048,1.052558013,0.128404472,0.628966728
"361",20,2049,0,29,0,37.27,0,4,0,61.65,0.018189361,0,1.285172414,0,9.3175,0,0.604541768,0,0.18,3093,819,26,5,32.65,6.29,2,0,30.65,0,0.007680098,0.010556094,1.258,1.255769231,0,16.325,0,1.065252855,0.604541768,1.065252855
"362",86,511,0,13,0,23.39,0,6,0,45.9,0.045772994,0,1.799230769,0,3.898333333,0,0.509586057,0,0.52,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509586057,0
"363",13,330,2,13,4.24,33.84,2,6,30.65,30.65,0.102545455,0.326153846,2.603076923,2.12,5.64,2.12,1.104078303,0.138336052,-0.04,52,60,3,3,6.54,11.98,1,2,0,15.25,0.199666667,0.125769231,3.993333333,2.18,5.99,6.54,0.78557377,0,0.318504533,0.138336052
"364",0,2841,0,49,0,87.32,0,10,0,76.55,0.030735656,0,1.782040816,0,8.732,0,1.140692358,0,0.02,1381,5843,5,46,7.78,81.75,0,12,0,107.5,0.0139911,0.005633599,1.777173913,1.556,6.8125,0,0.760465116,0,0.380227242,0
"365",1022,1403,27,59,39.69,109.9,2,2,15.4,0,0.078332145,0.038835616,1.862711864,1.47,54.95,19.845,0,2.577272727,-0.16,904,1343,14,34,21.57,69.12,4,10,15.25,127.55,0.051466865,0.023860619,2.032941176,1.540714286,6.912,5.3925,0.541905135,1.41442623,0.541905135,1.162846498
"366",5634,2530,127,78,219.91,121,17,23,147.85,162.95,0.047826087,0.039032659,1.551282051,1.731574803,5.260869565,12.93588235,0.742559067,1.487385864,0.4,26946,1635,38,36,49.76,52.85,12,17,107.05,168.5,0.032324159,0.001846656,1.468055556,1.309473684,3.108823529,4.146666667,0.313649852,0.464829519,0.428909216,1.022556345
"367",29,952,0,56,0,74.06,0,2,0,25.4,0.077794118,0,1.3225,0,37.03,0,2.915748031,0,-0.05,492,640,30,17,43.06,21.3,7,4,71.3,15.4,0.03328125,0.087520325,1.252941176,1.435333333,5.325,6.151428571,1.383116883,0.603927069,1.532631148,0.603927069
"368",101,979,2,27,2.71,48.62,0,2,0,15.4,0.049662921,0.026831683,1.800740741,1.355,24.31,0,3.157142857,0,-0.62,748,774,10,12,17.77,20.91,0,0,0,0,0.027015504,0.023756684,1.7425,1.777,0,0,0,0,3.157142857,0
"369",4621,825,126,17,212.71,20.07,21,4,107.35,46.05,0.024327273,0.046031162,1.180588235,1.688174603,5.0175,10.12904762,0.435830619,1.981462506,0.5,80,123,3,9,5.75,17.02,0,3,0,30.65,0.138373984,0.071875,1.891111111,1.916666667,5.673333333,0,0.555301794,0,0.119471176,1.981462506
"370",880,2354,23,46,21.47,55.1,2,3,30.65,30.65,0.023406967,0.024397727,1.197826087,0.933478261,18.36666667,10.735,1.79771615,0.700489396,-1.06,48,94,0,2,0,1.24,0,0,0,0,0.013191489,0,0.62,0,0,0,0,0,1.79771615,0.700489396
"371",481,785,20,40,12.5,38.4,0,7,0,30.65,0.048917197,0.025987526,0.96,0.625,5.485714286,0,1.252854812,0,-0.24,2340,1899,76,50,79.83,51.7,12,7,91.8,61.8,0.027224855,0.034115385,1.034,1.050394737,7.385714286,6.6525,0.836569579,0.869607843,0.416285233,0.869607843
"372",1628,1337,36,42,41.63,55.59,3,0,30.65,0,0.04157816,0.025571253,1.323571429,1.156388889,0,13.87666667,0,1.358238173,0.08,2006,2345,33,28,43.03,42.33,8,5,92.3,61.3,0.018051173,0.021450648,1.511785714,1.303939394,8.466,5.37875,0.690538336,0.466197183,0.690538336,0.89204099
"373",1328,1791,13,61,20.77,138.43,6,8,30.65,76.55,0.077292016,0.01564006,2.269344262,1.597692308,17.30375,3.461666667,1.808360549,0.677650897,-0.54,4722,4641,38,57,80.98,120.18,11,21,216.82,200.15,0.025895281,0.017149513,2.108421053,2.131052632,5.722857143,7.361818182,0.600449663,0.37348953,1.207910886,0.304161367
"374",454,979,7,29,7.71,41.52,1,3,0,30.65,0.042410623,0.016982379,1.431724138,1.101428571,13.84,7.71,1.354649266,0,-0.25,1506,1497,29,35,41.95,49.7,6,11,107.7,153.25,0.033199733,0.027855246,1.42,1.446551724,4.518181818,6.991666667,0.324306688,0.389507892,1.030342577,0.389507892
"375",2908,517,24,4,68.59,6.79,1,3,30.65,45.9,0.013133462,0.023586657,1.6975,2.857916667,2.263333333,68.59,0.147930283,2.237846656,1.34,5346,4890,99,105,175.17,204.81,28,20,137.7,122.6,0.041883436,0.032766554,1.950571429,1.769393939,10.2405,6.256071429,1.670554649,1.27211329,1.522624366,0.965733366
"376",1334,344,21,4,33.38,6.18,0,10,0,15.4,0.017965116,0.025022489,1.545,1.58952381,0.618,0,0.401298701,0,0.37,3466,2833,65,68,117.86,116.77,11,16,86.55,199.15,0.04121779,0.034004616,1.717205882,1.813230769,7.298125,10.71454545,0.586341953,1.36175621,0.185043252,1.36175621
"377",1448,1166,74,66,124.97,99.95,16,20,168.5,188.8,0.085720412,0.086305249,1.514393939,1.688783784,4.9975,7.810625,0.529396186,0.741661721,0.12,69,210,2,7,4.25,10.6,0,3,0,15.25,0.05047619,0.061594203,1.514285714,2.125,3.533333333,0,0.695081967,0,0.165685781,0.741661721
"378",37,602,2,48,2.34,61.43,0,4,0,15.4,0.102043189,0.063243243,1.279791667,1.17,15.3575,0,3.988961039,0,-1.18,137,295,7,12,11.65,21.3,0,3,0,15.25,0.07220339,0.085036496,1.775,1.664285714,7.1,0,1.396721311,0,2.592239727,0
"379",1204,1584,43,99,47.45,134.49,12,19,122.45,137.85,0.084905303,0.039410299,1.358484848,1.103488372,7.078421053,3.954166667,0.97562568,0.387505104,-0.04,817,601,12,18,11.48,22.57,8,4,107.7,15.4,0.037554077,0.014051408,1.253888889,0.956666667,5.6425,1.435,1.465584416,0.106592386,0.489958735,0.280912718
"380",183,136,7,7,8.2,7.63,0,3,0,30.65,0.056102941,0.044808743,1.09,1.171428571,2.543333333,0,0.248939641,0,1,344,289,19,11,18.91,10.6,13,2,122.6,0,0.036678201,0.05497093,0.963636364,0.995263158,5.3,1.454615385,0,0.154241436,0.248939641,0.154241436
"381",2702,1689,138,63,267.49,105.5,32,14,394.05,199.5,0.062462996,0.098997039,1.674603175,1.938333333,7.535714286,8.3590625,0.528822055,0.678822484,0.43,1453,1414,32,29,51.19,57.66,0,3,0,15.4,0.040777935,0.035230557,1.988275862,1.5996875,19.22,0,3.744155844,0,3.215333789,0.678822484
"382",864,1899,32,93,26.23,159.2,3,6,45.9,61.3,0.083833597,0.030358796,1.711827957,0.8196875,26.53333333,8.743333333,2.597063622,0.571459695,-0.96,370,1408,13,43,21.07,75.74,0,8,0,46.05,0.053792614,0.056945946,1.761395349,1.620769231,9.4675,0,1.644733985,0,0.952329637,0.571459695
"383",1295,1171,13,20,39.99,50.51,7,8,87.05,107.7,0.043134073,0.030880309,2.5255,3.076153846,6.31375,5.712857143,0.468987929,0.459391155,0.27,4692,3865,53,47,143.84,116.77,14,23,122.45,193.75,0.03021216,0.030656436,2.484468085,2.713962264,5.076956522,10.27428571,0.602683871,1.174683544,0.133695942,0.71529239
"384",125,796,1,21,0.85,36.13,0,7,0,30.65,0.045389447,0.0068,1.72047619,0.85,5.161428571,0,1.178792822,0,-0.27,30,80,1,1,1.01,0.92,0,0,0,0,0.0115,0.033666667,0.92,1.01,0,0,0,0,1.178792822,0
"385",331,233,14,15,48.62,40.62,2,4,15.4,76.55,0.174334764,0.146888218,2.708,3.472857143,10.155,24.31,0.530633573,3.157142857,-0.07,392,424,6,15,10.3,26.97,1,2,0,46.4,0.063608491,0.02627551,1.798,1.716666667,13.485,10.3,0.58125,0,0.050616427,3.157142857
"386",5866,5589,112,71,242.31,142.84,18,17,200,214.75,0.025557345,0.041307535,2.011830986,2.163482143,8.402352941,13.46166667,0.665145518,1.21155,0,8439,8140,169,155,359.36,331.88,47,49,499.95,567.04,0.040771499,0.042583244,2.14116129,2.126390533,6.773061224,7.645957447,0.585284989,0.718791879,0.079860529,0.492758121
"387",6,530,0,13,0,27.17,0,4,0,61.3,0.051264151,0,2.09,0,6.7925,0,0.443230016,0,0.19,885,1526,7,16,15.68,37.69,0,0,0,0,0.024698558,0.017717514,2.355625,2.24,0,0,0,0,0.443230016,0
"388",1989,639,57,23,104.53,33.69,10,9,107.7,61.3,0.052723005,0.052554047,1.464782609,1.833859649,3.743333333,10.453,0.54959217,0.970566388,0.55,195,198,7,3,7.37,4.02,2,0,15.25,0,0.02030303,0.037794872,1.34,1.052857143,0,3.685,0,0.483278689,0.54959217,0.4872877
"389",423,350,4,5,8.43,9.86,0,5,0,15.4,0.028171429,0.019929078,1.972,2.1075,1.972,0,0.64025974,0,0.1,185,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64025974,0
"390",254,4619,4,72,0.99,83.99,3,8,15.4,113.58,0.01818359,0.003897638,1.166527778,0.2475,10.49875,0.33,0.739478781,0.064285714,0.07,112122,47858,499,266,551.84,288.79,94,52,925.82,592.5,0.00603431,0.004921782,1.085676692,1.105891784,5.553653846,5.870638298,0.487409283,0.596055389,0.252069499,0.531769674
"391",558,10542,10,144,7.56,221.54,0,23,0,153.25,0.021014988,0.013548387,1.538472222,0.756,9.632173913,0,1.445611746,0,-0.23,19439,19811,127,137,215.08,219.95,48,23,577.95,302.1,0.011102418,0.011064355,1.605474453,1.693543307,9.563043478,4.480833333,0.728070175,0.372142919,0.71754157,0.372142919
"392",189,2207,2,37,1.42,69.53,0,8,0,45.9,0.031504304,0.007513228,1.879189189,0.71,8.69125,0,1.514814815,0,-0.42,11159,10935,305,297,570.14,554.84,89,80,940.2,793.62,0.050739826,0.051092392,1.868148148,1.869311475,6.9355,6.406067416,0.699125526,0.606402893,0.815689289,0.606402893
"393",2054,1682,23,32,53.53,81.29,2,0,30.65,0,0.04832937,0.026061344,2.5403125,2.327391304,0,26.765,0,1.746492659,-0.36,30257,30715,175,138,345.41,292.52,63,48,531.4,448.95,0.009523685,0.011415871,2.119710145,1.973771429,6.094166667,5.482698413,0.651564762,0.65,0.651564762,1.096492659
"394",2789,6548,28,100,27.35,140.94,4,22,0,168.5,0.02152413,0.009806382,1.4094,0.976785714,6.406363636,6.8375,0.836439169,0,-0.02,369,1323,2,5,2.7,5.38,0,0,0,0,0.004066515,0.007317073,1.076,1.35,0,0,0,0,0.836439169,0
"395",9354,15304,314,349,316.29,463.97,34,43,337.2,414.4,0.030316911,0.033813342,1.329426934,1.007292994,10.79,9.302647059,1.119618726,0.937989324,-0.01,284728,207489,3967,2974,7828.19,5649.94,1041,663,11229.72,6138.2,0.02723007,0.027493573,1.899778077,1.973327451,8.521779789,7.51987512,0.920455508,0.697095742,0.199163218,0.240893581
"396",1169,1687,39,36,44.37,48.87,5,9,61.15,61.45,0.028968583,0.037955518,1.3575,1.137692308,5.43,8.874,0.795280716,0.725592805,-0.54,957,1006,35,22,31.1,19.78,7,6,61.3,46.05,0.019662028,0.032497388,0.899090909,0.888571429,3.296666667,4.442857143,0.429533116,0.507340946,0.3657476,0.218251858
"397",1724,1722,59,77,61.12,115.28,7,13,46.05,107.35,0.066945412,0.035452436,1.497142857,1.035932203,8.867692308,8.731428571,1.073870517,1.327252986,-0.91,2908,2709,165,169,189.41,198.07,44,34,460.3,290.95,0.073115541,0.065134113,1.172011834,1.147939394,5.825588235,4.304772727,0.680769892,0.411492505,0.393100625,0.915760481
"398",600,594,15,16,15.29,19.08,0,4,0,30.65,0.032121212,0.025483333,1.1925,1.019333333,4.77,0,0.622512235,0,-0.06,635,490,15,16,13.65,15.81,5,5,61.3,61.3,0.032265306,0.021496063,0.988125,0.91,3.162,2.73,0.257911909,0.222675367,0.364600326,0.222675367
"399",555,903,9,21,8.87,25.79,2,4,45.9,30.65,0.028560354,0.015981982,1.228095238,0.985555556,6.4475,4.435,0.841435563,0.193246187,-0.13,301,364,4,3,7.16,4.28,2,0,15.25,0,0.011758242,0.023787375,1.426666667,1.79,0,3.58,0,0.469508197,0.841435563,0.276262009
"400",90,82,3,4,4.79,4.74,0,3,0,30.65,0.057804878,0.053222222,1.185,1.596666667,1.58,0,0.154649266,0,-0.05,118,130,2,3,2.85,4.19,0,0,0,0,0.032230769,0.024152542,1.396666667,1.425,0,0,0,0,0.154649266,0
"401",1229,997,84,75,88.05,78.91,14,14,117.2,208.35,0.079147442,0.071643613,1.052133333,1.048214286,5.636428571,6.289285714,0.378737701,0.751279863,0,1219,1317,17,29,8.59,22.41,3,8,15.25,77.05,0.017015945,0.00704676,0.772758621,0.505294118,2.80125,2.863333333,0.290850097,0.563278689,0.087887604,0.188001175
"402",1013,587,19,15,36.16,20.38,3,5,15.25,46.05,0.03471891,0.035695953,1.358666667,1.903157895,4.076,12.05333333,0.442562432,2.371147541,0.59,1890,1485,29,39,48.11,75.95,6,6,45.9,61.3,0.051144781,0.025455026,1.947435897,1.658965517,12.65833333,8.018333333,1.238988581,1.048148148,0.796426149,1.322999393
"403",12801,13732,186,178,231.6,262.31,29,27,268.42,230.8,0.019102097,0.018092337,1.473651685,1.24516129,9.715185185,7.986206897,1.13652513,0.862826913,0.26,76002,168345,37,147,43.63,202.63,11,27,114.72,272.45,0.001203659,0.000574064,1.378435374,1.179189189,7.504814815,3.966363636,0.743732795,0.380317294,0.392792335,0.482509619
"404",1720,1381,34,26,77.11,47.17,6,9,45.9,102.1,0.034156408,0.044831395,1.814230769,2.267941176,5.241111111,12.85166667,0.461998041,1.679956427,0.32,1524,1454,17,29,21.24,42.55,4,7,15.25,46.05,0.029264099,0.013937008,1.467241379,1.249411765,6.078571429,5.31,0.923995657,1.392786885,0.461997616,0.287169542
"405",1033,803,25,13,49.68,20.63,1,5,0,30.65,0.025691158,0.048092933,1.586923077,1.9872,4.126,49.68,0.673083197,0,0.19,1333,1345,7,12,7.6,15.89,0,2,0,30.65,0.011814126,0.005701425,1.324166667,1.085714286,7.945,0,0.518433931,0,0.154649266,0
"406",73,1627,1,16,0.65,21.77,0,3,0,15.4,0.013380455,0.00890411,1.360625,0.65,7.256666667,0,1.413636364,0,-0.25,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.413636364,0
"407",6754,6720,210,210,128.44,154.81,29,19,280.8,96.45,0.023037202,0.019016879,0.737190476,0.611619048,8.147894737,4.428965517,1.605080353,0.457407407,-0.58,14436,12758,199,173,123.2,114.28,13,11,175.23,45.9,0.008957517,0.00853422,0.660578035,0.619095477,10.38909091,9.476923077,2.489760349,0.703075957,0.884679996,0.24566855
"408",1746,3404,79,198,52.04,193.73,6,24,67.68,168.65,0.056912456,0.029805269,0.978434343,0.658734177,8.072083333,8.673333333,1.148710347,0.76891253,-0.62,3466,4339,195,184,156.55,159.61,12,23,188.65,301.45,0.036784973,0.04516734,0.867445652,0.802820513,6.939565217,13.04583333,0.529474208,0.829843626,0.619236139,0.060931096
"409",4502,1264,153,40,136.44,37.1,22,6,280.3,45.9,0.029351266,0.03030653,0.9275,0.891764706,6.183333333,6.201818182,0.808278867,0.486764181,0.38,4065,2871,95,75,67.18,64.09,10,7,122.6,91.95,0.022323232,0.016526445,0.854533333,0.707157895,9.155714286,6.718,0.697009244,0.547960848,0.111269623,0.061196667
"410",1334,3030,52,124,41.33,167.45,10,21,107.2,178.65,0.055264026,0.030982009,1.350403226,0.794807692,7.973809524,4.133,0.937307585,0.385541045,-0.04,4247,3530,79,69,109.27,85.26,13,26,137.7,209.3,0.024152975,0.02572875,1.235652174,1.383164557,3.279230769,8.405384615,0.40735786,0.793536674,0.529949725,0.407995629
"411",6,678,1,27,0.3,37.3,0,8,0,82.93,0.055014749,0.05,1.381481481,0.3,4.6625,0,0.44977692,0,0.11,4495,3859,101,94,158.28,138.39,10,25,61.3,240.04,0.035861622,0.035212458,1.472234043,1.567128713,5.5356,15.828,0.576528912,2.582055465,0.126751992,2.582055465
